PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,AgeGroup,Pclass_desc
594,0,3,female,21.5,0,2,7.75,Q,0,Adult,Lower
595,0,2,male,37.0,1,0,26.0,S,0,Adult,Middle
596,0,3,male,36.0,1,1,24.15,S,0,Adult,Lower
597,1,2,female,28.0,0,0,33.0,S,0,Adult,Middle
598,0,3,male,49.0,0,0,0.0,S,0,MiddleAge,Lower
599,0,3,male,25.0,0,0,7.225,C,0,Adult,Lower
600,1,1,male,49.0,1,0,56.9292,C,1,MiddleAge,Upper
601,1,2,female,24.0,2,1,27.0,S,0,Adult,Middle
602,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
603,0,1,male,40.0,0,0,42.4,S,0,Adult,Upper
604,0,3,male,44.0,0,0,8.05,S,0,MiddleAge,Lower
605,1,1,male,35.0,0,0,26.55,C,0,Adult,Upper
606,0,3,male,36.0,1,0,15.55,S,0,Adult,Lower
607,0,3,male,30.0,0,0,7.8958,S,0,Adult,Lower
608,1,1,male,27.0,0,0,30.5,S,0,Adult,Upper
609,1,2,female,22.0,1,2,41.5792,C,0,Adult,Middle
610,1,1,female,40.0,0,0,153.4625,S,1,Adult,Upper
611,0,3,female,39.0,1,5,31.275,S,0,Adult,Lower
612,0,3,male,25.0,0,0,7.05,S,0,Adult,Lower
613,1,3,female,21.5,1,0,15.5,Q,0,Adult,Lower
614,0,3,male,25.0,0,0,7.75,Q,0,Adult,Lower
615,0,3,male,35.0,0,0,8.05,S,0,Adult,Lower
616,1,2,female,24.0,1,2,65.0,S,0,Adult,Middle
617,0,3,male,34.0,1,1,14.4,S,0,Adult,Lower
618,0,3,female,26.0,1,0,16.1,S,0,Adult,Lower
619,1,2,female,4.0,2,1,39.0,S,1,Child,Middle
620,0,2,male,26.0,0,0,10.5,S,0,Adult,Middle
621,0,3,male,27.0,1,0,14.4542,C,0,Adult,Lower
622,1,1,male,42.0,1,0,52.5542,S,1,MiddleAge,Upper
623,1,3,male,20.0,1,1,15.7417,C,0,Teen,Lower
624,0,3,male,21.0,0,0,7.8542,S,0,Adult,Lower
625,0,3,male,21.0,0,0,16.1,S,0,Adult,Lower
626,0,1,male,61.0,0,0,32.3208,S,1,Senior,Upper
627,0,2,male,57.0,0,0,12.35,Q,0,MiddleAge,Middle
628,1,1,female,21.0,0,0,77.9583,S,1,Adult,Upper
629,0,3,male,26.0,0,0,7.8958,S,0,Adult,Lower
630,0,3,male,25.0,0,0,7.7333,Q,0,Adult,Lower
631,1,1,male,80.0,0,0,30.0,S,1,Senior,Upper
632,0,3,male,51.0,0,0,7.0542,S,0,MiddleAge,Lower
633,1,1,male,32.0,0,0,30.5,C,1,Adult,Upper
634,0,1,male,40.0,0,0,0.0,S,0,Adult,Upper
635,0,3,female,9.0,3,2,27.9,S,0,Child,Lower
636,1,2,female,28.0,0,0,13.0,S,0,Adult,Middle
637,0,3,male,32.0,0,0,7.925,S,0,Adult,Lower
638,0,2,male,31.0,1,1,26.25,S,0,Adult,Middle
639,0,3,female,41.0,0,5,39.6875,S,0,MiddleAge,Lower
640,0,3,male,25.0,1,0,16.1,S,0,Adult,Lower
641,0,3,male,20.0,0,0,7.8542,S,0,Teen,Lower
642,1,1,female,24.0,0,0,69.3,C,1,Adult,Upper
643,0,3,female,2.0,3,2,27.9,S,0,Child,Lower
644,1,3,male,25.0,0,0,56.4958,S,0,Adult,Lower
645,1,3,female,0.75,2,1,19.2583,C,0,Child,Lower
646,1,1,male,48.0,1,0,76.7292,C,1,MiddleAge,Upper
647,0,3,male,19.0,0,0,7.8958,S,0,Teen,Lower
648,1,1,male,56.0,0,0,35.5,C,1,MiddleAge,Upper
649,0,3,male,25.0,0,0,7.55,S,0,Adult,Lower
650,1,3,female,23.0,0,0,7.55,S,0,Adult,Lower
651,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
652,1,2,female,18.0,0,1,23.0,S,0,Teen,Middle
653,0,3,male,21.0,0,0,8.4333,S,0,Adult,Lower
654,1,3,female,21.5,0,0,7.8292,Q,0,Adult,Lower
655,0,3,female,18.0,0,0,6.75,Q,0,Teen,Lower
656,0,2,male,24.0,2,0,73.5,S,0,Adult,Middle
657,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
658,0,3,female,32.0,1,1,15.5,Q,0,Adult,Lower
659,0,2,male,23.0,0,0,13.0,S,0,Adult,Middle
660,0,1,male,58.0,0,2,113.275,C,1,MiddleAge,Upper
661,1,1,male,50.0,2,0,133.65,S,0,MiddleAge,Upper
662,0,3,male,40.0,0,0,7.225,C,0,Adult,Lower
663,0,1,male,47.0,0,0,25.5875,S,1,MiddleAge,Upper
664,0,3,male,36.0,0,0,7.4958,S,0,Adult,Lower
665,1,3,male,20.0,1,0,7.925,S,0,Teen,Lower
666,0,2,male,32.0,2,0,73.5,S,0,Adult,Middle
667,0,2,male,25.0,0,0,13.0,S,0,Adult,Middle
668,0,3,male,25.0,0,0,7.775,S,0,Adult,Lower
669,0,3,male,43.0,0,0,8.05,S,0,MiddleAge,Lower
670,1,1,female,35.0,1,0,52.0,S,1,Adult,Upper
671,1,2,female,40.0,1,1,39.0,S,0,Adult,Middle
672,0,1,male,31.0,1,0,52.0,S,1,Adult,Upper
673,0,2,male,70.0,0,0,10.5,S,0,Senior,Middle
674,1,2,male,31.0,0,0,13.0,S,0,Adult,Middle
675,0,2,male,30.0,0,0,0.0,S,0,Adult,Middle
676,0,3,male,18.0,0,0,7.775,S,0,Teen,Lower
677,0,3,male,24.5,0,0,8.05,S,0,Adult,Lower
678,1,3,female,18.0,0,0,9.8417,S,0,Teen,Lower
679,0,3,female,43.0,1,6,46.9,S,0,MiddleAge,Lower
680,1,1,male,36.0,0,1,512.3292,C,1,Adult,Upper
681,0,3,female,21.5,0,0,8.1375,Q,0,Adult,Lower
682,1,1,male,27.0,0,0,76.7292,C,1,Adult,Upper
683,0,3,male,20.0,0,0,9.225,S,0,Teen,Lower
684,0,3,male,14.0,5,2,46.9,S,0,Teen,Lower
685,0,2,male,60.0,1,1,39.0,S,0,MiddleAge,Middle
686,0,2,male,25.0,1,2,41.5792,C,0,Adult,Middle
687,0,3,male,14.0,4,1,39.6875,S,0,Teen,Lower
688,0,3,male,19.0,0,0,10.1708,S,0,Teen,Lower
689,0,3,male,18.0,0,0,7.7958,S,0,Teen,Lower
690,1,1,female,15.0,0,1,211.3375,S,1,Teen,Upper
691,1,1,male,31.0,1,0,57.0,S,1,Adult,Upper
692,1,3,female,4.0,0,1,13.4167,C,0,Child,Lower
693,1,3,male,25.0,0,0,56.4958,S,0,Adult,Lower
694,0,3,male,25.0,0,0,7.225,C,0,Adult,Lower
695,0,1,male,60.0,0,0,26.55,S,0,MiddleAge,Upper
696,0,2,male,52.0,0,0,13.5,S,0,MiddleAge,Middle
697,0,3,male,44.0,0,0,8.05,S,0,MiddleAge,Lower
698,1,3,female,21.5,0,0,7.7333,Q,0,Adult,Lower
699,0,1,male,49.0,1,1,110.8833,C,1,MiddleAge,Upper
700,0,3,male,42.0,0,0,7.65,S,1,MiddleAge,Lower
701,1,1,female,18.0,1,0,227.525,C,1,Teen,Upper
702,1,1,male,35.0,0,0,26.2875,S,1,Adult,Upper
703,0,3,female,18.0,0,1,14.4542,C,0,Teen,Lower
704,0,3,male,25.0,0,0,7.7417,Q,0,Adult,Lower
705,0,3,male,26.0,1,0,7.8542,S,0,Adult,Lower
706,0,2,male,39.0,0,0,26.0,S,0,Adult,Middle
707,1,2,female,45.0,0,0,13.5,S,0,MiddleAge,Middle
708,1,1,male,42.0,0,0,26.2875,S,1,MiddleAge,Upper
709,1,1,female,22.0,0,0,151.55,S,0,Adult,Upper
710,1,3,male,25.0,1,1,15.2458,C,0,Adult,Lower
711,1,1,female,24.0,0,0,49.5042,C,1,Adult,Upper
712,0,1,male,40.0,0,0,26.55,S,1,Adult,Upper
713,1,1,male,48.0,1,0,52.0,S,1,MiddleAge,Upper
714,0,3,male,29.0,0,0,9.4833,S,0,Adult,Lower
715,0,2,male,52.0,0,0,13.0,S,0,MiddleAge,Middle
716,0,3,male,19.0,0,0,7.65,S,1,Teen,Lower
717,1,1,female,38.0,0,0,227.525,C,1,Adult,Upper
718,1,2,female,27.0,0,0,10.5,S,1,Adult,Middle
719,0,3,male,25.0,0,0,15.5,Q,0,Adult,Lower
720,0,3,male,33.0,0,0,7.775,S,0,Adult,Lower
721,1,2,female,6.0,0,1,33.0,S,0,Child,Middle
722,0,3,male,17.0,1,0,7.0542,S,0,Teen,Lower
723,0,2,male,34.0,0,0,13.0,S,0,Adult,Middle
724,0,2,male,50.0,0,0,13.0,S,0,MiddleAge,Middle
725,1,1,male,27.0,1,0,53.1,S,1,Adult,Upper
726,0,3,male,20.0,0,0,8.6625,S,0,Teen,Lower
727,1,2,female,30.0,3,0,21.0,S,0,Adult,Middle
728,1,3,female,21.5,0,0,7.7375,Q,0,Adult,Lower
729,0,2,male,25.0,1,0,26.0,S,0,Adult,Middle
730,0,3,female,25.0,1,0,7.925,S,0,Adult,Lower
731,1,1,female,29.0,0,0,211.3375,S,1,Adult,Upper
732,0,3,male,11.0,0,0,18.7875,C,0,Child,Lower
733,0,2,male,30.0,0,0,0.0,S,0,Adult,Middle
734,0,2,male,23.0,0,0,13.0,S,0,Adult,Middle
735,0,2,male,23.0,0,0,13.0,S,0,Adult,Middle
736,0,3,male,28.5,0,0,16.1,S,0,Adult,Lower
737,0,3,female,48.0,1,3,34.375,S,0,MiddleAge,Lower
738,1,1,male,35.0,0,0,512.3292,C,1,Adult,Upper
739,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
740,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
741,1,1,male,40.0,0,0,30.0,S,1,Adult,Upper
742,0,1,male,36.0,1,0,78.85,S,1,Adult,Upper
743,1,1,female,21.0,2,2,262.375,C,1,Adult,Upper
744,0,3,male,24.0,1,0,16.1,S,0,Adult,Lower
745,1,3,male,31.0,0,0,7.925,S,0,Adult,Lower
746,0,1,male,70.0,1,1,71.0,S,1,Senior,Upper
747,0,3,male,16.0,1,1,20.25,S,0,Teen,Lower
748,1,2,female,30.0,0,0,13.0,S,0,Adult,Middle
749,0,1,male,19.0,1,0,53.1,S,1,Teen,Upper
750,0,3,male,31.0,0,0,7.75,Q,0,Adult,Lower
751,1,2,female,4.0,1,1,23.0,S,0,Child,Middle
752,1,3,male,6.0,0,1,12.475,S,1,Child,Lower
753,0,3,male,33.0,0,0,9.5,S,0,Adult,Lower
754,0,3,male,23.0,0,0,7.8958,S,0,Adult,Lower
755,1,2,female,48.0,1,2,65.0,S,0,MiddleAge,Middle
756,1,2,male,0.67,1,1,14.5,S,0,Child,Middle
757,0,3,male,28.0,0,0,7.7958,S,0,Adult,Lower
758,0,2,male,18.0,0,0,11.5,S,0,Teen,Middle
759,0,3,male,34.0,0,0,8.05,S,0,Adult,Lower
760,1,1,female,33.0,0,0,86.5,S,1,Adult,Upper
761,0,3,male,25.0,0,0,14.5,S,0,Adult,Lower
762,0,3,male,41.0,0,0,7.125,S,0,MiddleAge,Lower
763,1,3,male,20.0,0,0,7.2292,C,0,Teen,Lower
764,1,1,female,36.0,1,2,120.0,S,1,Adult,Upper
765,0,3,male,16.0,0,0,7.775,S,0,Teen,Lower
766,1,1,female,51.0,1,0,77.9583,S,1,MiddleAge,Upper
767,0,1,male,40.0,0,0,39.6,C,0,Adult,Upper
768,0,3,female,30.5,0,0,7.75,Q,0,Adult,Lower
769,0,3,male,25.0,1,0,24.15,Q,0,Adult,Lower
770,0,3,male,32.0,0,0,8.3625,S,0,Adult,Lower
771,0,3,male,24.0,0,0,9.5,S,0,Adult,Lower
772,0,3,male,48.0,0,0,7.8542,S,0,MiddleAge,Lower
773,0,2,female,57.0,0,0,10.5,S,1,MiddleAge,Middle
774,0,3,male,25.0,0,0,7.225,C,0,Adult,Lower
775,1,2,female,54.0,1,3,23.0,S,0,MiddleAge,Middle
776,0,3,male,18.0,0,0,7.75,S,0,Teen,Lower
777,0,3,male,25.0,0,0,7.75,Q,1,Adult,Lower
778,1,3,female,5.0,0,0,12.475,S,0,Child,Lower
779,0,3,male,25.0,0,0,7.7375,Q,0,Adult,Lower
780,1,1,female,43.0,0,1,211.3375,S,1,MiddleAge,Upper
781,1,3,female,13.0,0,0,7.2292,C,0,Teen,Lower
782,1,1,female,17.0,1,0,57.0,S,1,Teen,Upper
783,0,1,male,29.0,0,0,30.0,S,1,Adult,Upper
784,0,3,male,25.0,1,2,23.45,S,0,Adult,Lower
785,0,3,male,25.0,0,0,7.05,S,0,Adult,Lower
786,0,3,male,25.0,0,0,7.25,S,0,Adult,Lower
787,1,3,female,18.0,0,0,7.4958,S,0,Teen,Lower
788,0,3,male,8.0,4,1,29.125,Q,0,Child,Lower
789,1,3,male,1.0,1,2,20.575,S,0,Child,Lower
790,0,1,male,46.0,0,0,79.2,C,1,MiddleAge,Upper
791,0,3,male,25.0,0,0,7.75,Q,0,Adult,Lower
792,0,2,male,16.0,0,0,26.0,S,0,Teen,Middle
793,0,3,female,21.5,8,2,69.55,S,0,Adult,Lower
794,0,1,male,40.0,0,0,30.6958,C,0,Adult,Upper
795,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
796,0,2,male,39.0,0,0,13.0,S,0,Adult,Middle
797,1,1,female,49.0,0,0,25.9292,S,1,MiddleAge,Upper
798,1,3,female,31.0,0,0,8.6833,S,0,Adult,Lower
799,0,3,male,30.0,0,0,7.2292,C,0,Adult,Lower
800,0,3,female,30.0,1,1,24.15,S,0,Adult,Lower
801,0,2,male,34.0,0,0,13.0,S,0,Adult,Middle
802,1,2,female,31.0,1,1,26.25,S,0,Adult,Middle
803,1,1,male,11.0,1,2,120.0,S,1,Child,Upper
804,1,3,male,0.42,0,1,8.5167,C,0,Child,Lower
805,1,3,male,27.0,0,0,6.975,S,0,Adult,Lower
806,0,3,male,31.0,0,0,7.775,S,0,Adult,Lower
807,0,1,male,39.0,0,0,0.0,S,1,Adult,Upper
808,0,3,female,18.0,0,0,7.775,S,0,Teen,Lower
809,0,2,male,39.0,0,0,13.0,S,0,Adult,Middle
810,1,1,female,33.0,1,0,53.1,S,1,Adult,Upper
811,0,3,male,26.0,0,0,7.8875,S,0,Adult,Lower
812,0,3,male,39.0,0,0,24.15,S,0,Adult,Lower
813,0,2,male,35.0,0,0,10.5,S,0,Adult,Middle
814,0,3,female,6.0,4,2,31.275,S,0,Child,Lower
815,0,3,male,30.5,0,0,8.05,S,0,Adult,Lower
816,0,1,male,40.0,0,0,0.0,S,1,Adult,Upper
817,0,3,female,23.0,0,0,7.925,S,0,Adult,Lower
818,0,2,male,31.0,1,1,37.0042,C,0,Adult,Middle
819,0,3,male,43.0,0,0,6.45,S,0,MiddleAge,Lower
820,0,3,male,10.0,3,2,27.9,S,0,Child,Lower
821,1,1,female,52.0,1,1,93.5,S,1,MiddleAge,Upper
822,1,3,male,27.0,0,0,8.6625,S,0,Adult,Lower
823,0,1,male,38.0,0,0,0.0,S,0,Adult,Upper
824,1,3,female,27.0,0,1,12.475,S,1,Adult,Lower
825,0,3,male,2.0,4,1,39.6875,S,0,Child,Lower
826,0,3,male,25.0,0,0,6.95,Q,0,Adult,Lower
827,0,3,male,25.0,0,0,56.4958,S,0,Adult,Lower
828,1,2,male,1.0,0,2,37.0042,C,0,Child,Middle
829,1,3,male,25.0,0,0,7.75,Q,0,Adult,Lower
830,1,1,female,62.0,0,0,80.0,S,1,Senior,Upper
831,1,3,female,15.0,1,0,14.4542,C,0,Teen,Lower
832,1,2,male,0.83,1,1,18.75,S,0,Child,Middle
833,0,3,male,25.0,0,0,7.2292,C,0,Adult,Lower
834,0,3,male,23.0,0,0,7.8542,S,0,Adult,Lower
835,0,3,male,18.0,0,0,8.3,S,0,Teen,Lower
836,1,1,female,39.0,1,1,83.1583,C,1,Adult,Upper
837,0,3,male,21.0,0,0,8.6625,S,0,Adult,Lower
838,0,3,male,25.0,0,0,8.05,S,0,Adult,Lower
839,1,3,male,32.0,0,0,56.4958,S,0,Adult,Lower
840,1,1,male,40.0,0,0,29.7,C,1,Adult,Upper
841,0,3,male,20.0,0,0,7.925,S,0,Teen,Lower
842,0,2,male,16.0,0,0,10.5,S,0,Teen,Middle
843,1,1,female,30.0,0,0,31.0,C,0,Adult,Upper
844,0,3,male,34.5,0,0,6.4375,C,0,Adult,Lower
845,0,3,male,17.0,0,0,8.6625,S,0,Teen,Lower
846,0,3,male,42.0,0,0,7.55,S,0,MiddleAge,Lower
847,0,3,male,25.0,8,2,69.55,S,0,Adult,Lower
848,0,3,male,35.0,0,0,7.8958,C,0,Adult,Lower
849,0,2,male,28.0,0,1,33.0,S,0,Adult,Middle
850,1,1,female,35.0,1,0,89.1042,C,1,Adult,Upper
851,0,3,male,4.0,4,2,31.275,S,0,Child,Lower
852,0,3,male,74.0,0,0,7.775,S,0,Senior,Lower
853,0,3,female,9.0,1,1,15.2458,C,0,Child,Lower
854,1,1,female,16.0,0,1,39.4,S,1,Teen,Upper
855,0,2,female,44.0,1,0,26.0,S,0,MiddleAge,Middle
856,1,3,female,18.0,0,1,9.35,S,0,Teen,Lower
857,1,1,female,45.0,1,1,164.8667,S,0,MiddleAge,Upper
858,1,1,male,51.0,0,0,26.55,S,1,MiddleAge,Upper
859,1,3,female,24.0,0,3,19.2583,C,0,Adult,Lower
860,0,3,male,25.0,0,0,7.2292,C,0,Adult,Lower
861,0,3,male,41.0,2,0,14.1083,S,0,MiddleAge,Lower
862,0,2,male,21.0,1,0,11.5,S,0,Adult,Middle
863,1,1,female,48.0,0,0,25.9292,S,1,MiddleAge,Upper
864,0,3,female,21.5,8,2,69.55,S,0,Adult,Lower
865,0,2,male,24.0,0,0,13.0,S,0,Adult,Middle
866,1,2,female,42.0,0,0,13.0,S,0,MiddleAge,Middle
867,1,2,female,27.0,1,0,13.8583,C,0,Adult,Middle
868,0,1,male,31.0,0,0,50.4958,S,1,Adult,Upper
869,0,3,male,25.0,0,0,9.5,S,0,Adult,Lower
870,1,3,male,4.0,1,1,11.1333,S,0,Child,Lower
871,0,3,male,26.0,0,0,7.8958,S,0,Adult,Lower
872,1,1,female,47.0,1,1,52.5542,S,1,MiddleAge,Upper
873,0,1,male,33.0,0,0,5.0,S,1,Adult,Upper
874,0,3,male,47.0,0,0,9.0,S,0,MiddleAge,Lower
875,1,2,female,28.0,1,0,24.0,C,0,Adult,Middle
876,1,3,female,15.0,0,0,7.225,C,0,Teen,Lower
877,0,3,male,20.0,0,0,9.8458,S,0,Teen,Lower
878,0,3,male,19.0,0,0,7.8958,S,0,Teen,Lower
879,0,3,male,25.0,0,0,7.8958,S,0,Adult,Lower
880,1,1,female,56.0,0,1,83.1583,C,1,MiddleAge,Upper
881,1,2,female,25.0,0,1,26.0,S,0,Adult,Middle
882,0,3,male,33.0,0,0,7.8958,S,0,Adult,Lower
883,0,3,female,22.0,0,0,10.5167,S,0,Adult,Lower
884,0,2,male,28.0,0,0,10.5,S,0,Adult,Middle
885,0,3,male,25.0,0,0,7.05,S,0,Adult,Lower
886,0,3,female,39.0,0,5,29.125,Q,0,Adult,Lower
887,0,2,male,27.0,0,0,13.0,S,0,Adult,Middle
888,1,1,female,19.0,0,0,30.0,S,1,Teen,Upper
889,0,3,female,21.5,1,2,23.45,S,0,Adult,Lower
890,1,1,male,26.0,0,0,30.0,C,1,Adult,Upper
891,0,3,male,32.0,0,0,7.75,Q,0,Adult,Lower
